qid,model,gold,pred,A,B,C,D,correct
65,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-24.59375,-25.84375,-25.9375,True
65,Qwen/Qwen2.5-7B-Instruct,B,B,-26.359375,0.0,-25.046875,-23.625,True
65,Qwen/Qwen2.5-7B-Instruct,C,C,-28.3125,-27.859375,0.0,-24.3125,True
65,Qwen/Qwen2.5-7B-Instruct,D,D,-22.015625,-24.234375,-22.953125,0.0,True
66,Qwen/Qwen2.5-7B-Instruct,A,A,-0.0003936290740966797,-8.734375,-13.0,-8.375,True
66,Qwen/Qwen2.5-7B-Instruct,B,C,-9.890625,-1.5751953125,-0.2318115234375,-11.875,False
66,Qwen/Qwen2.5-7B-Instruct,C,C,-10.28125,-14.015625,-0.00018858909606933594,-8.78125,True
66,Qwen/Qwen2.5-7B-Instruct,D,D,-10.5,-14.953125,-13.828125,-2.8848648071289062e-05,True
67,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-22.421875,-22.921875,-24.015625,True
67,Qwen/Qwen2.5-7B-Instruct,B,B,-24.5,0.0,-21.953125,-23.421875,True
67,Qwen/Qwen2.5-7B-Instruct,C,C,-23.140625,-26.015625,0.0,-20.796875,True
67,Qwen/Qwen2.5-7B-Instruct,D,D,-22.6875,-23.71875,-19.671875,0.0,True
68,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-23.609375,-23.171875,-24.109375,True
68,Qwen/Qwen2.5-7B-Instruct,B,B,-22.75,0.0,-22.703125,-21.953125,True
68,Qwen/Qwen2.5-7B-Instruct,C,C,-26.21875,-27.015625,0.0,-23.390625,True
68,Qwen/Qwen2.5-7B-Instruct,D,D,-23.546875,-23.671875,-20.5,0.0,True
69,Qwen/Qwen2.5-7B-Instruct,A,C,-24.203125,-22.9375,-2.1457672119140625e-06,-13.0625,False
69,Qwen/Qwen2.5-7B-Instruct,B,C,-15.515625,-20.15625,-2.6106834411621094e-05,-10.5625,False
69,Qwen/Qwen2.5-7B-Instruct,C,B,-12.375,-0.09161376953125,-16.59375,-2.435546875,False
69,Qwen/Qwen2.5-7B-Instruct,D,B,-8.4375,-0.00021779537200927734,-16.171875,-13.71875,False
70,Qwen/Qwen2.5-7B-Instruct,A,A,-1.1920928955078125e-07,-17.78125,-15.8125,-24.171875,True
70,Qwen/Qwen2.5-7B-Instruct,B,B,-4.296875,-0.01373291015625,-20.4375,-14.484375,True
70,Qwen/Qwen2.5-7B-Instruct,C,D,-17.765625,-18.65625,-2.208984375,-0.1162109375,False
70,Qwen/Qwen2.5-7B-Instruct,D,D,-15.03125,-12.78125,-22.046875,-3.0994415283203125e-06,True
71,Qwen/Qwen2.5-7B-Instruct,A,D,-2.37890625,-13.46875,-16.765625,-0.0972900390625,False
71,Qwen/Qwen2.5-7B-Instruct,B,A,-0.06634521484375,-2.94140625,-4.47265625,-15.09375,False
71,Qwen/Qwen2.5-7B-Instruct,C,B,-13.71875,-2.396106719970703e-05,-10.6875,-16.015625,False
71,Qwen/Qwen2.5-7B-Instruct,D,C,-7.59375,-22.46875,-0.0005230903625488281,-10.84375,False
72,Qwen/Qwen2.5-7B-Instruct,A,A,-5.364418029785156e-06,-12.125,-24.5625,-23.375,True
72,Qwen/Qwen2.5-7B-Instruct,B,B,-17.296875,-1.1920928955078125e-07,-21.0,-16.375,True
72,Qwen/Qwen2.5-7B-Instruct,C,C,-19.5625,-22.921875,0.0,-17.21875,True
72,Qwen/Qwen2.5-7B-Instruct,D,D,-20.96875,-18.59375,-19.84375,0.0,True
73,Qwen/Qwen2.5-7B-Instruct,A,B,-8.0859375,-0.36767578125,-9.8515625,-1.1796875,False
73,Qwen/Qwen2.5-7B-Instruct,B,A,-8.237361907958984e-05,-9.40625,-17.359375,-16.078125,False
73,Qwen/Qwen2.5-7B-Instruct,C,B,-9.5078125,-0.041778564453125,-3.197265625,-11.7734375,False
73,Qwen/Qwen2.5-7B-Instruct,D,C,-7.04296875,-2.873046875,-0.153564453125,-2.466796875,False
74,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-22.703125,-18.578125,-22.09375,True
74,Qwen/Qwen2.5-7B-Instruct,B,B,-19.78125,-0.01554107666015625,-19.328125,-4.171875,True
74,Qwen/Qwen2.5-7B-Instruct,C,C,-21.34375,-20.734375,-0.004619598388671875,-5.37890625,True
74,Qwen/Qwen2.5-7B-Instruct,D,D,-15.484375,-21.015625,-22.1875,-2.384185791015625e-07,True
75,Qwen/Qwen2.5-7B-Instruct,A,B,-7.96875,-0.0003459453582763672,-17.140625,-16.859375,False
75,Qwen/Qwen2.5-7B-Instruct,B,A,-0.251953125,-1.501953125,-13.25,-12.25,False
75,Qwen/Qwen2.5-7B-Instruct,C,D,-11.90625,-12.171875,-10.34375,-4.410743713378906e-05,False
75,Qwen/Qwen2.5-7B-Instruct,D,D,-0.9453125,-4.6328125,-11.2578125,-0.5078125,True
76,Qwen/Qwen2.5-7B-Instruct,A,D,-3.107421875,-20.171875,-19.78125,-0.04571533203125,False
76,Qwen/Qwen2.5-7B-Instruct,B,B,-20.46875,-0.061981201171875,-17.703125,-2.8125,True
76,Qwen/Qwen2.5-7B-Instruct,C,B,-16.90625,0.0,-22.546875,-23.171875,False
76,Qwen/Qwen2.5-7B-Instruct,D,A,-0.017059326171875,-21.625,-20.125,-4.078125,False
77,Qwen/Qwen2.5-7B-Instruct,A,A,-0.0001798868179321289,-21.0,-8.71875,-11.015625,True
77,Qwen/Qwen2.5-7B-Instruct,B,B,-16.625,-2.7418136596679688e-06,-12.84375,-19.859375,True
77,Qwen/Qwen2.5-7B-Instruct,C,B,-16.984375,-0.548828125,-0.861328125,-12.125,False
77,Qwen/Qwen2.5-7B-Instruct,D,D,-15.34375,-7.375,-19.984375,-0.0006265640258789062,True
78,Qwen/Qwen2.5-7B-Instruct,A,C,-6.78125,-7.40625,-0.0017414093017578125,-14.0625,False
78,Qwen/Qwen2.5-7B-Instruct,B,B,-6.84375,-0.0010786056518554688,-11.25,-18.28125,True
78,Qwen/Qwen2.5-7B-Instruct,C,C,-5.1328125,-6.6640625,-0.007205963134765625,-16.3125,True
78,Qwen/Qwen2.5-7B-Instruct,D,B,-6.671875,-0.359130859375,-9.015625,-1.203125,False
79,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-18.75,-17.09375,-21.546875,True
79,Qwen/Qwen2.5-7B-Instruct,B,B,-16.96875,0.0,-22.765625,-20.84375,True
79,Qwen/Qwen2.5-7B-Instruct,C,C,-20.9375,-20.453125,0.0,-23.484375,True
79,Qwen/Qwen2.5-7B-Instruct,D,D,-18.9375,-22.59375,-17.796875,0.0,True
80,Qwen/Qwen2.5-7B-Instruct,A,C,-17.984375,-28.0,0.0,-25.015625,False
80,Qwen/Qwen2.5-7B-Instruct,B,C,-23.953125,-12.40625,-4.0531158447265625e-06,-23.5625,False
80,Qwen/Qwen2.5-7B-Instruct,C,A,-1.1920928955078125e-07,-25.875,-16.4375,-25.8125,False
80,Qwen/Qwen2.5-7B-Instruct,D,A,-4.76837158203125e-06,-25.28125,-23.921875,-12.25,False
81,Qwen/Qwen2.5-7B-Instruct,A,B,-9.96875,-0.0176544189453125,-10.96875,-4.05078125,False
81,Qwen/Qwen2.5-7B-Instruct,B,D,-6.45703125,-9.6875,-7.81640625,-0.002040863037109375,False
81,Qwen/Qwen2.5-7B-Instruct,C,D,-7.1875,-5.71875,-0.9208984375,-0.5146484375,False
81,Qwen/Qwen2.5-7B-Instruct,D,D,-3.138671875,-8.046875,-11.359375,-0.044677734375,True
82,Qwen/Qwen2.5-7B-Instruct,A,D,-18.171875,-1.4306640625,-7.5234375,-0.274169921875,False
82,Qwen/Qwen2.5-7B-Instruct,B,A,-0.02410888671875,-18.453125,-8.8671875,-3.7421875,False
82,Qwen/Qwen2.5-7B-Instruct,C,A,-0.0135498046875,-6.32421875,-15.0,-4.44921875,False
82,Qwen/Qwen2.5-7B-Instruct,D,A,-0.43212890625,-1.8388671875,-1.6513671875,-12.4765625,False
83,Qwen/Qwen2.5-7B-Instruct,A,A,-0.036895751953125,-3.318359375,-17.171875,-18.890625,True
83,Qwen/Qwen2.5-7B-Instruct,B,B,-13.03125,-2.2649765014648438e-06,-15.890625,-18.640625,True
83,Qwen/Qwen2.5-7B-Instruct,C,C,-5.44140625,-10.8515625,-0.004360198974609375,-14.8671875,True
83,Qwen/Qwen2.5-7B-Instruct,D,A,-0.01416015625,-16.140625,-15.859375,-4.265625,False
84,Qwen/Qwen2.5-7B-Instruct,A,A,-0.00012767314910888672,-8.96875,-24.125,-14.984375,True
84,Qwen/Qwen2.5-7B-Instruct,B,B,-12.9375,-3.0994415283203125e-06,-23.15625,-14.234375,True
84,Qwen/Qwen2.5-7B-Instruct,C,B,-23.65625,-0.0038318634033203125,-5.56640625,-15.46875,False
84,Qwen/Qwen2.5-7B-Instruct,D,C,-14.828125,-23.34375,-0.00150299072265625,-6.5,False
85,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-24.484375,-22.71875,-21.828125,True
85,Qwen/Qwen2.5-7B-Instruct,B,B,-25.609375,0.0,-22.609375,-21.296875,True
85,Qwen/Qwen2.5-7B-Instruct,C,C,-25.65625,-24.484375,0.0,-21.140625,True
85,Qwen/Qwen2.5-7B-Instruct,D,D,-22.046875,-21.59375,-19.65625,0.0,True
86,Qwen/Qwen2.5-7B-Instruct,A,C,-19.265625,-13.0,-2.2649765014648438e-06,-18.84375,False
86,Qwen/Qwen2.5-7B-Instruct,B,C,-8.25,-19.96875,-0.0002613067626953125,-19.703125,False
86,Qwen/Qwen2.5-7B-Instruct,C,B,-4.05078125,-0.020355224609375,-5.89453125,-15.3671875,False
86,Qwen/Qwen2.5-7B-Instruct,D,D,-9.34375,-9.28125,-17.859375,-0.00018072128295898438,True
87,Qwen/Qwen2.5-7B-Instruct,A,A,-0.00010645389556884766,-16.90625,-11.03125,-9.3125,True
87,Qwen/Qwen2.5-7B-Instruct,B,B,-20.734375,0.0,-24.71875,-22.359375,True
87,Qwen/Qwen2.5-7B-Instruct,C,C,-24.390625,-23.265625,0.0,-20.375,True
87,Qwen/Qwen2.5-7B-Instruct,D,D,-20.921875,-17.484375,-16.296875,-1.1920928955078125e-07,True
88,Qwen/Qwen2.5-7B-Instruct,A,B,-13.8828125,-0.01104736328125,-4.51171875,-14.1328125,False
88,Qwen/Qwen2.5-7B-Instruct,B,D,-15.9375,-12.9375,-22.34375,-2.5033950805664062e-06,False
88,Qwen/Qwen2.5-7B-Instruct,C,B,-17.125,-4.76837158203125e-07,-14.515625,-17.484375,False
88,Qwen/Qwen2.5-7B-Instruct,D,B,-16.140625,-1.3113021850585938e-06,-21.71875,-13.65625,False
89,Qwen/Qwen2.5-7B-Instruct,A,A,-0.00041413307189941406,-9.59375,-7.96875,-18.0625,True
89,Qwen/Qwen2.5-7B-Instruct,B,A,-0.00014865398406982422,-13.015625,-8.875,-11.9375,False
89,Qwen/Qwen2.5-7B-Instruct,C,B,-7.7890625,-0.00943756103515625,-8.9140625,-4.7265625,False
89,Qwen/Qwen2.5-7B-Instruct,D,A,-2.5033950805664062e-05,-17.984375,-12.765625,-10.71875,False
90,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-19.0,-25.25,-24.84375,True
90,Qwen/Qwen2.5-7B-Instruct,B,B,-23.46875,0.0,-24.796875,-24.609375,True
90,Qwen/Qwen2.5-7B-Instruct,C,C,-19.640625,-24.203125,0.0,-23.609375,True
90,Qwen/Qwen2.5-7B-Instruct,D,D,-22.140625,-22.21875,-21.171875,0.0,True
91,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-26.125,-28.484375,-26.640625,True
91,Qwen/Qwen2.5-7B-Instruct,B,B,-28.671875,0.0,-25.953125,-25.578125,True
91,Qwen/Qwen2.5-7B-Instruct,C,C,-29.71875,-27.84375,0.0,-23.6875,True
91,Qwen/Qwen2.5-7B-Instruct,D,D,-23.34375,-24.03125,-22.703125,0.0,True
92,Qwen/Qwen2.5-7B-Instruct,A,A,-4.3392181396484375e-05,-19.40625,-14.203125,-10.0625,True
92,Qwen/Qwen2.5-7B-Instruct,B,B,-19.4375,-0.0016574859619140625,-6.40625,-11.75,True
92,Qwen/Qwen2.5-7B-Instruct,C,C,-16.765625,-18.09375,-1.1920928955078125e-07,-21.265625,True
92,Qwen/Qwen2.5-7B-Instruct,D,D,-12.09375,-15.125,-19.359375,-5.841255187988281e-06,True
93,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-21.3125,-23.171875,-22.65625,True
93,Qwen/Qwen2.5-7B-Instruct,B,B,-18.203125,0.0,-21.984375,-21.890625,True
93,Qwen/Qwen2.5-7B-Instruct,C,C,-24.921875,-26.359375,0.0,-21.453125,True
93,Qwen/Qwen2.5-7B-Instruct,D,D,-21.0,-21.109375,-21.9375,0.0,True
94,Qwen/Qwen2.5-7B-Instruct,A,A,-5.8650970458984375e-05,-14.859375,-9.75,-19.140625,True
94,Qwen/Qwen2.5-7B-Instruct,B,B,-10.7734375,-0.273681640625,-1.4296875,-9.8671875,True
94,Qwen/Qwen2.5-7B-Instruct,C,D,-6.7890625,-3.759765625,-10.1640625,-0.0247802734375,False
94,Qwen/Qwen2.5-7B-Instruct,D,A,-1.1920928955078125e-07,-15.671875,-16.90625,-16.859375,False
95,Qwen/Qwen2.5-7B-Instruct,A,A,-0.002254486083984375,-6.09765625,-19.25,-16.65625,True
95,Qwen/Qwen2.5-7B-Instruct,B,C,-11.40625,-0.826171875,-0.576171875,-13.421875,False
95,Qwen/Qwen2.5-7B-Instruct,C,B,-15.890625,-0.07427978515625,-2.63671875,-15.53125,False
95,Qwen/Qwen2.5-7B-Instruct,D,D,-14.515625,-19.75,-19.484375,-4.76837158203125e-07,True
96,Qwen/Qwen2.5-7B-Instruct,A,A,-0.0007557868957519531,-22.96875,-7.1875,-19.453125,True
96,Qwen/Qwen2.5-7B-Instruct,B,B,-23.75,0.0,-24.078125,-24.90625,True
96,Qwen/Qwen2.5-7B-Instruct,C,C,-22.5625,-26.375,0.0,-22.734375,True
96,Qwen/Qwen2.5-7B-Instruct,D,D,-22.625,-21.234375,-23.578125,0.0,True
97,Qwen/Qwen2.5-7B-Instruct,A,A,-5.960464477539062e-07,-14.28125,-23.390625,-23.125,True
97,Qwen/Qwen2.5-7B-Instruct,B,B,-18.984375,-3.814697265625e-06,-12.46875,-19.34375,True
97,Qwen/Qwen2.5-7B-Instruct,C,D,-12.8359375,-15.8046875,-3.2578125,-0.039215087890625,False
97,Qwen/Qwen2.5-7B-Instruct,D,C,-5.69921875,-19.625,-0.137939453125,-2.076171875,False
98,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.15625,-23.03125,-25.171875,True
98,Qwen/Qwen2.5-7B-Instruct,B,B,-25.34375,0.0,-23.265625,-22.3125,True
98,Qwen/Qwen2.5-7B-Instruct,C,C,-25.78125,-24.609375,0.0,-23.1875,True
98,Qwen/Qwen2.5-7B-Instruct,D,D,-23.359375,-24.609375,-19.703125,0.0,True
99,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-20.53125,-25.21875,-24.75,True
99,Qwen/Qwen2.5-7B-Instruct,B,B,-25.421875,0.0,-22.3125,-22.8125,True
99,Qwen/Qwen2.5-7B-Instruct,C,C,-26.515625,-23.75,0.0,-23.828125,True
99,Qwen/Qwen2.5-7B-Instruct,D,D,-23.640625,-25.875,-22.28125,0.0,True
100,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.859375,-23.859375,-24.53125,True
100,Qwen/Qwen2.5-7B-Instruct,B,B,-24.125,0.0,-22.875,-21.609375,True
100,Qwen/Qwen2.5-7B-Instruct,C,C,-24.546875,-26.3125,0.0,-21.15625,True
100,Qwen/Qwen2.5-7B-Instruct,D,D,-22.21875,-23.265625,-21.40625,0.0,True
101,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.546875,-23.65625,-23.78125,True
101,Qwen/Qwen2.5-7B-Instruct,B,B,-25.265625,0.0,-23.859375,-22.03125,True
101,Qwen/Qwen2.5-7B-Instruct,C,C,-26.09375,-27.90625,0.0,-23.09375,True
101,Qwen/Qwen2.5-7B-Instruct,D,D,-25.234375,-24.0625,-18.1875,0.0,True
102,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-18.265625,-23.796875,-24.15625,True
102,Qwen/Qwen2.5-7B-Instruct,B,B,-22.5625,0.0,-21.484375,-21.25,True
102,Qwen/Qwen2.5-7B-Instruct,C,C,-24.203125,-25.859375,0.0,-20.90625,True
102,Qwen/Qwen2.5-7B-Instruct,D,D,-20.46875,-22.53125,-20.4375,0.0,True
103,Qwen/Qwen2.5-7B-Instruct,A,C,-5.75390625,-8.46875,-0.003437042236328125,-9.90625,False
103,Qwen/Qwen2.5-7B-Instruct,B,B,-6.49609375,-0.0899658203125,-2.49609375,-6.15234375,True
103,Qwen/Qwen2.5-7B-Instruct,C,C,-7.78125,-10.875,-0.0014371871948242188,-6.90625,True
103,Qwen/Qwen2.5-7B-Instruct,D,A,-0.06427001953125,-7.78125,-12.71875,-2.783203125,False
104,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-23.828125,-22.8125,-23.3125,True
104,Qwen/Qwen2.5-7B-Instruct,B,B,-22.40625,0.0,-23.703125,-23.359375,True
104,Qwen/Qwen2.5-7B-Instruct,C,C,-25.453125,-25.21875,0.0,-23.890625,True
104,Qwen/Qwen2.5-7B-Instruct,D,D,-22.8125,-24.6875,-21.359375,0.0,True
105,Qwen/Qwen2.5-7B-Instruct,A,B,-17.03125,-0.04864501953125,-9.921875,-3.048828125,False
105,Qwen/Qwen2.5-7B-Instruct,B,A,-0.0071563720703125,-14.5390625,-6.0390625,-5.3515625,False
105,Qwen/Qwen2.5-7B-Instruct,C,A,-1.5854835510253906e-05,-11.5625,-17.140625,-11.96875,False
105,Qwen/Qwen2.5-7B-Instruct,D,A,-4.267692565917969e-05,-10.0625,-16.796875,-17.359375,False
106,Qwen/Qwen2.5-7B-Instruct,A,A,-0.00010764598846435547,-10.6875,-9.375,-19.71875,True
106,Qwen/Qwen2.5-7B-Instruct,B,B,-14.078125,-0.0009412765502929688,-6.96875,-18.375,True
106,Qwen/Qwen2.5-7B-Instruct,C,C,-20.296875,-18.578125,-1.2278556823730469e-05,-11.3125,True
106,Qwen/Qwen2.5-7B-Instruct,D,D,-1.7783203125,-17.03125,-15.890625,-0.1849365234375,True
107,Qwen/Qwen2.5-7B-Instruct,A,A,-7.62939453125e-06,-14.53125,-18.859375,-11.84375,True
107,Qwen/Qwen2.5-7B-Instruct,B,A,-0.0357666015625,-3.34765625,-19.859375,-20.171875,False
107,Qwen/Qwen2.5-7B-Instruct,C,A,-0.032623291015625,-19.140625,-3.439453125,-15.703125,False
107,Qwen/Qwen2.5-7B-Instruct,D,A,-0.0699462890625,-16.78125,-18.625,-2.6953125,False
108,Qwen/Qwen2.5-7B-Instruct,A,B,-10.59375,-2.5033950805664062e-05,-16.90625,-18.640625,False
108,Qwen/Qwen2.5-7B-Instruct,B,D,-8.90625,-13.78125,-19.671875,-0.0001366138458251953,False
108,Qwen/Qwen2.5-7B-Instruct,C,A,0.0,-23.359375,-17.359375,-22.765625,False
108,Qwen/Qwen2.5-7B-Instruct,D,C,-16.828125,-20.8125,-0.002185821533203125,-6.12890625,False
109,Qwen/Qwen2.5-7B-Instruct,A,B,-17.921875,0.0,-19.5,-19.375,False
109,Qwen/Qwen2.5-7B-Instruct,B,D,-14.546875,-14.28125,-19.921875,-1.0728836059570312e-06,False
109,Qwen/Qwen2.5-7B-Instruct,C,A,-0.0027179718017578125,-17.359375,-5.91015625,-18.859375,False
109,Qwen/Qwen2.5-7B-Instruct,D,A,-0.0002779960632324219,-18.859375,-19.453125,-8.1875,False
110,Qwen/Qwen2.5-7B-Instruct,A,D,-19.078125,-17.0625,-20.25,0.0,False
110,Qwen/Qwen2.5-7B-Instruct,B,A,-1.1920928955078125e-07,-15.765625,-16.6875,-19.5625,False
110,Qwen/Qwen2.5-7B-Instruct,C,D,-19.65625,-21.796875,-19.78125,0.0,False
110,Qwen/Qwen2.5-7B-Instruct,D,C,-20.703125,-16.046875,-2.0265579223632812e-06,-13.15625,False
111,Qwen/Qwen2.5-7B-Instruct,A,A,-3.5762786865234375e-07,-24.03125,-24.125,-14.9375,True
111,Qwen/Qwen2.5-7B-Instruct,B,A,-0.2318115234375,-1.5751953125,-21.859375,-19.109375,False
111,Qwen/Qwen2.5-7B-Instruct,C,C,-26.59375,-26.46875,-2.384185791015625e-06,-12.96875,True
111,Qwen/Qwen2.5-7B-Instruct,D,D,-4.8203125,-21.515625,-23.125,-0.00809478759765625,True
112,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-23.15625,-24.890625,-23.5,True
112,Qwen/Qwen2.5-7B-Instruct,B,B,-25.71875,0.0,-25.515625,-22.78125,True
112,Qwen/Qwen2.5-7B-Instruct,C,C,-27.15625,-26.34375,0.0,-22.640625,True
112,Qwen/Qwen2.5-7B-Instruct,D,D,-22.828125,-23.734375,-22.984375,0.0,True
113,Qwen/Qwen2.5-7B-Instruct,A,D,-20.3125,-13.921875,-3.107421875,-0.04571533203125,False
113,Qwen/Qwen2.5-7B-Instruct,B,D,-14.546875,-20.546875,-1.3134765625,-0.313232421875,False
113,Qwen/Qwen2.5-7B-Instruct,C,A,-0.0022563934326171875,-13.4375,-16.796875,-6.09765625,False
113,Qwen/Qwen2.5-7B-Instruct,D,B,-2.87109375,-0.058319091796875,-12.0234375,-14.0390625,False
114,Qwen/Qwen2.5-7B-Instruct,A,D,-24.1875,-11.28125,-7.1875,-0.0007681846618652344,False
114,Qwen/Qwen2.5-7B-Instruct,B,C,-10.4375,-24.625,-4.410743713378906e-05,-11.125,False
114,Qwen/Qwen2.5-7B-Instruct,C,B,-10.25,-3.790855407714844e-05,-23.71875,-12.90625,False
114,Qwen/Qwen2.5-7B-Instruct,D,A,-0.0005679130554199219,-7.8125,-8.71875,-17.578125,False
115,Qwen/Qwen2.5-7B-Instruct,A,C,-1.0859375,-15.3828125,-0.58642578125,-2.2421875,False
115,Qwen/Qwen2.5-7B-Instruct,B,B,-15.3125,-0.313232421875,-1.3134765625,-15.28125,True
115,Qwen/Qwen2.5-7B-Instruct,C,B,-22.859375,-4.00543212890625e-05,-21.375,-10.125,False
115,Qwen/Qwen2.5-7B-Instruct,D,C,-18.859375,-22.359375,0.0,-18.71875,False
116,Qwen/Qwen2.5-7B-Instruct,A,A,-0.0019779205322265625,-7.22265625,-14.0625,-6.69140625,True
116,Qwen/Qwen2.5-7B-Instruct,B,B,-6.22265625,-0.441650390625,-9.7890625,-1.03515625,True
116,Qwen/Qwen2.5-7B-Instruct,C,D,-2.392578125,-9.65625,-2.673828125,-0.1746826171875,False
116,Qwen/Qwen2.5-7B-Instruct,D,B,-9.875,-0.450927734375,-12.328125,-1.013671875,False
117,Qwen/Qwen2.5-7B-Instruct,A,A,-6.4373016357421875e-06,-12.03125,-14.6875,-21.96875,True
117,Qwen/Qwen2.5-7B-Instruct,B,B,-8.9375,-0.00013303756713867188,-21.15625,-13.28125,True
117,Qwen/Qwen2.5-7B-Instruct,C,C,-19.65625,-10.21875,-4.112720489501953e-05,-12.28125,True
117,Qwen/Qwen2.5-7B-Instruct,D,B,-15.765625,-5.316734313964844e-05,-22.015625,-9.84375,False
118,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-26.109375,-24.40625,-26.015625,True
118,Qwen/Qwen2.5-7B-Instruct,B,B,-27.953125,0.0,-26.53125,-25.390625,True
118,Qwen/Qwen2.5-7B-Instruct,C,C,-27.9375,-28.03125,0.0,-23.359375,True
118,Qwen/Qwen2.5-7B-Instruct,D,D,-25.359375,-25.015625,-23.375,0.0,True
119,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.15625,-21.484375,-23.25,True
119,Qwen/Qwen2.5-7B-Instruct,B,B,-24.09375,0.0,-21.5,-21.671875,True
119,Qwen/Qwen2.5-7B-Instruct,C,C,-23.640625,-23.375,0.0,-23.109375,True
119,Qwen/Qwen2.5-7B-Instruct,D,D,-17.859375,-19.84375,-20.703125,0.0,True
120,Qwen/Qwen2.5-7B-Instruct,A,C,-12.4375,-20.875,-3.933906555175781e-06,-19.296875,False
120,Qwen/Qwen2.5-7B-Instruct,B,A,-0.00025343894958496094,-8.28125,-16.046875,-15.546875,False
120,Qwen/Qwen2.5-7B-Instruct,C,A,-0.00019240379333496094,-13.921875,-8.5625,-14.96875,False
120,Qwen/Qwen2.5-7B-Instruct,D,D,-17.34375,-16.703125,-4.44921875,-0.01175689697265625,True
121,Qwen/Qwen2.5-7B-Instruct,A,A,-0.29150390625,-4.57421875,-1.4169921875,-17.53125,True
121,Qwen/Qwen2.5-7B-Instruct,B,B,-20.1875,-0.0009112358093261719,-7.0,-16.9375,True
121,Qwen/Qwen2.5-7B-Instruct,C,C,-15.75,-19.5625,-1.1920928955078125e-07,-21.859375,True
121,Qwen/Qwen2.5-7B-Instruct,D,D,-23.015625,-26.1875,-19.21875,0.0,True
122,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.234375,-23.96875,-23.734375,True
122,Qwen/Qwen2.5-7B-Instruct,B,B,-25.5,0.0,-23.28125,-22.0,True
122,Qwen/Qwen2.5-7B-Instruct,C,C,-25.34375,-27.78125,0.0,-21.1875,True
122,Qwen/Qwen2.5-7B-Instruct,D,D,-21.171875,-24.796875,-20.515625,0.0,True
123,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-25.6875,-25.90625,-25.9375,True
123,Qwen/Qwen2.5-7B-Instruct,B,B,-26.0625,0.0,-24.15625,-22.703125,True
123,Qwen/Qwen2.5-7B-Instruct,C,C,-25.8125,-28.8125,0.0,-24.203125,True
123,Qwen/Qwen2.5-7B-Instruct,D,D,-20.796875,-24.4375,-22.796875,0.0,True
124,Qwen/Qwen2.5-7B-Instruct,A,D,-17.921875,-16.765625,-21.78125,-1.1920928955078125e-07,False
124,Qwen/Qwen2.5-7B-Instruct,B,B,-19.859375,-0.0006155967712402344,-7.75,-8.59375,True
124,Qwen/Qwen2.5-7B-Instruct,C,C,-10.5078125,-20.421875,-0.058349609375,-2.87109375,True
124,Qwen/Qwen2.5-7B-Instruct,D,D,-12.03125,-16.96875,-21.640625,-5.9604644775390625e-06,True
125,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-22.34375,-21.9375,-24.203125,True
125,Qwen/Qwen2.5-7B-Instruct,B,B,-22.28125,0.0,-24.296875,-22.796875,True
125,Qwen/Qwen2.5-7B-Instruct,C,C,-22.078125,-25.734375,0.0,-22.921875,True
125,Qwen/Qwen2.5-7B-Instruct,D,D,-19.171875,-24.546875,-24.5625,0.0,True
126,Qwen/Qwen2.5-7B-Instruct,A,A,-0.0194091796875,-3.97265625,-10.765625,-7.87890625,True
126,Qwen/Qwen2.5-7B-Instruct,B,B,-4.44921875,-0.01239013671875,-13.328125,-7.38671875,True
126,Qwen/Qwen2.5-7B-Instruct,C,C,-14.1875,-16.703125,-0.00014293193817138672,-8.859375,True
126,Qwen/Qwen2.5-7B-Instruct,D,D,-14.9375,-17.484375,-16.25,-4.76837158203125e-07,True
127,Qwen/Qwen2.5-7B-Instruct,A,A,0.0,-17.90625,-18.640625,-19.109375,True
127,Qwen/Qwen2.5-7B-Instruct,B,B,-19.953125,0.0,-22.078125,-20.828125,True
127,Qwen/Qwen2.5-7B-Instruct,C,C,-20.734375,-23.171875,0.0,-20.921875,True
127,Qwen/Qwen2.5-7B-Instruct,D,D,-17.578125,-18.0625,-20.78125,0.0,True
128,Qwen/Qwen2.5-7B-Instruct,A,C,-17.421875,-15.421875,-3.0517578125e-05,-10.40625,False
